Gonna hit this	3
Yes i do have cuz when i speak ur true shit u guys think is racist and u guys go mad cuz u can\'t avoid truth	3
Yea we have. He’s not going to be happy	3
fuck u asshole i\'ll be back soon	3
thằng lòn ating này	3
any woman over here	3
trouble babygirl	3
U wanna tease me ? I already send you coordinate yesterday and u talk shit ?	3
oh, your the man, NOT!!!!	3
Các bạn muốn gây chiến sao 😦😦😦	3
you dumbasses get off on this shit. no wonder this server sucks ass. you just sit around and wait for any little reason to destroy ppl and cry like ba	3
you are still busy promoting	3
😤	3
sial, kok ada orang disana ya bro	3
ada kah	3
hi boss levelling my ass iff bro	3
shyt again.	3
This is retarded. Now we can’t build safe house	3
hey babe	3
bangsat, poppy masih online gaes	3
Coward opened shield lol	3
mẹ game như người đang đánh với máy ấy	3
Stop with the insults	3
do they deserve a spanking lol	3
that crazy	3
welcome gamecuty, please move near our alliance base when you got changes 😑	3
T vừa thịt 4 mỏ của nó rồi	3
I did. To get your troops killed 😠	3
thằng gà nói dối ,	3
người xấu	3
your human cctv too😥😥😥	3
Don\'t worry, what you need now is to develop your own account first😤	3
shut up ur mouth	3
lol yup not bothering to grow or do anything but complain and cry	3
i am male whore	3
anak ahsy dan trick tidak punya respect haha	3
whats ur name small dog?	3
you shut because your weak..😥	3
media.bullshit	3
sumpah pen ikut tpi ada tulisan batalkan pembuatan gereja gmna ini	3
you easy man	3
I wait for more bad words in chat	3
thấy vô duyên vãi cc	3
you set the fucking rules not to attack safe house and there you go you attack me on safe house	3
yeah Normal, your hurting feelings now.	3
im here baby..lol	3
thua lun trời |>|	3
yaudah gini mau kalian gimana? bakal ribut terus?	3
pelit pasukan	3
Boss. He is a coward	3
ya kamu nyari pasal sama mereka😥	3
That\'s why many other alliances hate you	3
rag or rat...either way i\'m a bag lmao	3
fucking hate being the small guy lol	3
😤	3
how many time a row you hit me damnit	3
Ya its showing that you deserve to sit on my lap thats what it shows	3
nó hủy r	3
😡😡😡	3
he is small	3
banyak org2 sange asu	3
no auto raiding now unless you pay thats not right	3
Go home	3
Nah, he will just max out his dad\'s credit card again.	3
atta girl 😦	3
Cm mdkx dkxd xmmdmsdmmss	3
well you can go massage parlour with that ..and get happy ending LOOLLOLOLOL	3
I only want you 😆	3
si alex bangsat kuntul hahahaha	3
😡😡	3
yeah loudmouth	3
fucking gm, supposedly we have to do research to get our suitshop stuff back	3
you idiot	3
Chắc làm j có gái chơi game này :))	3
Ae thay nhau săn nó	3
i knew this cougar, like chasing young guys around.	3
Move your city to here please😤	3
if you don\'t know to talk, then dont talk kiddo😗😗😗 try to have a chat with your mom while she\'s having rest 😙	3
Làm t chỴ ngược lại hahaa	3
simps lmao	3
guess my teenee weenie worm didnt go down very well	3
