Lâu mà trừ khi bạn nạp tiền vào thì nhanh lắm	10
Cái này nạp vào thì nhanh lắm . Chứ cầy chay thì lâu đó	10
it should be, but now i have top up a lot	10
terus bisa top up di game ahha	10
kích nạp đó	10
Nhiệm vụ nạp đó bác đừng làm	10
Nạp 1tr vào mới chơi dc	10
lên vip nạp con tướng đủ 6 sao	10
充钱	10
brb. need to charge	10
😘Recharge 100,000 dollars?	10
Did you buy thr 100 dollar recharge pack?	10
Đang xin tiền vk nạo mua gói vip	10
top up buat akun saya saja bro haha	10
nạp kiểu gì vậy	10
VFAZA8AHJ4DUG	10
bán thận lấy tiền nạp vào chs với nó :))	10
giờ mún lên 3 -4 mil lực chiến chắc cũng nạp chục củ.	10
gửi 1 lần đc 850k ko cho gửi nữa ko biết khi nào cho gửi thêm	10
Bao tiền nạp cho lại	10
Không nạp đố ăn được tụi nó	10
hey bh nạp thêm tiền kéo ae guill	10
nạp 600 nữa lên 5*	10
nạp mỗi người 5 triệu vào	10
Nạp tiền vào thì mấy bác không chơi rồi	10
Đổi nik sang đt nạp cái gói	10
If charged, it can reach vip15 within an hour🙄	10
I have bought two gift packs, but my accelerator is still not enough...	10
Còn không nạp tiền thì chậm lắm . Mất 1 tuần để tăng 1 capo lên 80	10
nạp momo ấy :v	10
Nạp làm gì ngu gì mà nạp cái game này !	10
if you spend money, then you can reach 1m within 1 hour😙😙	10
refill guys	10
I exchanged money or amo for diamond at the pawnshop.	10
Đã lên vip rồi cocn để có tướng lại phải nạp tiền mới có	10
ah ý mình là nạp tới bao nhueu	10
but, if you have much money, you can top up for fast a way.. 😩	10
nạp bằng momo hoặc zalo đều được mà	10
Nạp  mua gói đc nhju lắm	10
Klw mau menang power, solusi nya emang harus top up	10
lots complaints went to devs in the end and they changed prices to same as the UK. but Chinese players knew a way to get them cheap still	10
can buy later with enough top up	10
Oohh!  And spending money and everything to reach 1.5m in 2days to get conqueror skin	10
Tăng capo cho nhanh chỉ có nạp tiền vào thôi bạn	10
sulit po ba mag top up dito	10
recharge	10
lại kick nạp ả	10
Cách nạp tiền s v b	10
Done Vip 15 - 7 😩	10
Kik nạp thế thì ai theo	10
something to do with VPN and proxy. end up using the Chinese currency as the packs was cheaper	10
nạp tiền vào	10
I can see why i ended up caving in and dropping money on rok this grind be tedious asf lmao	10
nạp 200K làm vốn thôi, update lên VIP4, còn nhiêu vàng bỏ cty tài chính sinh lãi rùi :)	10
T ko nạp thẻ nên lên chậm thôi	10
gift code	10
Nạp mà ko nhanh	10
bọn nc ngoài nạp rẻ	10
Game này không biết nạp bằng ji nhi	10
Ngta tính nạp 20k thôi	10
wanna charge casper? lol	10
Yes, I will purchase more gift packs to deal with Vadim and Poppy.	10
hqua nạp sơ sơ bay 800k liền	10
vĩnh viễn phải nạp	10
nạp vô gì ông?	10
CHARGEEEEE	10
Đừng ai nạp nhé. Đào rss lên nhà lên quân đc bn thì đc. Admin chơi chó vl	10
Đừng nạp nữa	10
Cách nạp cơ	10
bữa h tui nạp 500K rùi đó, lắt nhắt	10
ok im cashing out all my suitcases. even speed up .😉	10
you can if you top up	10
Nó nạp vc	10
e sợ rồi	10
I bought a lot of gift packs. I used the accelerator in the gift pack	10
in mafia city, Chinese players was able to get packs that cost £100 very cheap in the money they paid for packs. they max up very quick	10
I don\'t have resources to cure my soldiers now. I\'ll fight back when I recharge	10
top up cody	10
Except u buy cash for top up	10
Mất quá nhiều thời gian để mở t5 . Game này chỉ nạp tiền vào là nhanh có nhất	10
Nạp tiền mua thẻ buff thôi cũng đủ chết	10
nothing a credit card cant fix 😙😙	10
Nạp nhju khô máu lại phí	10
Vip 9 I\'m coming 😖😖	10
todo another one	10
really? oh shit, it forced me to top up🙘	10
I dont mind spending but i promised myself I won\'t go crazy here 😗😗	10
biar ng ketahuan Tuan Top Up, anak sultan ngeri	10
Bác nạp thẻ	10
K nạp nữa ông ak	10
Nạp tầm 500$ vào đơm hết các clan	10
nạp vào mua sổ í	10
ban muốn  nhanh  len thi nạp	10
tiền nó có giá hơn mìh nên nó nạp thấy rẻ	10
M k nạp tiền	10
nạp mà k đuổi nổi	10
nạp thế bnheiu cho đủ :)) vàng game này chát vãi	10
Giờ cứ nạp  mua hết gói vip up em ấy	10
charge thnkyou	10
Lại nạp vào mà xuất qân thôi	10
chắc nó cho nạp xong mới quay	10
Thats a guess	10
discor chúng nó không công khai các khoản nạp	10
tomorrow is pay day so going drop a few pound on the game and bank the gold	10
Bác nạp mua cái trưởng thành chưa	10
e lão nạp ko n	10
Game này toàn nạp lậu	10
Nạp qua đâu	10
Thế mới gọi là kích nạp	10
Mod kích nạp	10
cũng kích nạp đấy, chưa biết bh xuất hiện	10
berjaya karnah top up canda sultan	10
bota dinheiro nesse pix ai 81994813854	10
Nó kích nạp mới thế	10
Khổ cái muốn nạp tiền thì phải đổi nik chínhnsang đt android mới nạp đc	10
